VERB,PP_ADJ_Count,Past_Participle,VERB_COUNT,Total_Count
liquefy,105127,liquefied,383686,40335758122
lag,18727,lagged,2142065,40114451255
surround,1449,surrounded,27665597,40087450053
unbind,319614,unbound,125284,40042520376
codify,41268,codified,969820,40022531760
orphan,215128,orphaned,185951,40003266728
cram,38763,crammed,1031799,39995624637
scribble,53866,scribbled,742024,39969864784
contort,165987,contorted,240784,39967013808
down,70601,downed,565615,39932984615
flank,22472,flanked,1771020,39798361440
scour,44595,scoured,891434,39753499230
envisage,14700,envisaged,2698130,39662511000
bracket,128692,bracketed,308007,39638036844
owe,1743,owed,22713331,39589335933
mail,15847,mailed,2493040,39507204880
varnish,147013,varnished,268582,39485045566
overflow,24824,overflowed,1588272,39427264128
pardon,17273,pardoned,2276651,39324592723
politicize,120980,politicized,324993,39317653140
spice,131357,spiced,298455,39204153435
abduct,74620,abducted,522551,38992755620
stack,18168,stacked,2143440,38942017920
brighten,29550,brightened,1317434,38930174700
tow,34598,towed,1123063,38855733674
hoard,53393,hoarded,726783,38805124719
plait,150966,plaited,255656,38595363696
button,86525,buttoned,445942,38585131550
emboss,107605,embossed,353108,37996186340
postpone,9995,postponed,3792396,37904998020
laugh,1693,laughed,22243708,37658597644
intrude,24801,intruded,1517001,37623141801
butter,246652,buttered,152264,37556220128
defile,53687,defiled,699446,37551157402
incapacitate,63774,incapacitated,586815,37423539810
falsify,48153,falsified,775737,37354063761
relish,31327,relished,1189406,37260521762
array,38030,arrayed,972854,36997637620
market,11053,marketed,3341485,36933433705
harm,11833,harmed,3106264,36756421912
claw,78363,clawed,467926,36668085138
dwarf,58532,dwarfed,626286,36657772152
tin,223039,tinned,164185,36619658215
martyr,178080,martyred,205244,36549851520
bloat,390014,bloated,93090,36306403260
distract,11558,distracted,3136163,36247771954
liquidate,26109,liquidated,1386753,36206734077
disapprove,17121,disapproved,2108934,36107059014
starch,261696,starched,137881,36082906176
talk,555,talked,65012152,36081744360
permeate,20068,permeated,1791900,35959849200
surrender,5130,surrendered,7008761,35954943930
exchange,4903,exchanged,7301983,35801622649
export,6702,exported,5331074,35728857948
walk,661,walked,53877213,35612837793
sputter,66132,sputtered,538310,35599516920
article,27057,articled,1314795,35574408315
bundle,56235,bundled,631590,35517463650
mutate,134459,mutated,264062,35505512458
inflect,152760,inflected,231861,35419086360
police,26917,policed,1312470,35327754990
enfeeble,105481,enfeebled,334686,35303013966
blanch,107047,blanched,328380,35152093860
blockade,62567,blockaded,561051,35103277917
wean,39881,weaned,879667,35081999627
electrify,59132,electrified,593158,35074618856
rationalize,25471,rationalized,1375671,35039716041
excuse,7088,excused,4943349,35038457712
violate,3867,violated,9053589,35010228663
photocopy,41066,photocopied,851584,34971148544
recreate,32584,recreated,1071460,34912452640
italicize,136869,italicized,254865,34883117685
whiten,84792,whitened,410971,34847053032
annihilate,21971,annihilated,1578012,34670501652
gird,60644,girt,568322,34465319368
conjecture,27201,conjectured,1263176,34359650376
famish,233873,famished,146591,34283676943
push,1456,pushed,23539587,34273638672
implement,2054,implemented,16626820,34151488280
pulverize,86151,pulverized,396089,34123463439
fault,85903,faulted,396977,34101515231
script,106579,scripted,316719,33755594301
prevent,655,prevented,51509213,33738534515
juxtapose,47386,juxtaposed,711736,33726322096
forward,11635,forwarded,2897801,33715914635
sever,13377,severed,2516984,33669694968
entrap,75682,entrapped,443076,33532877832
excommunicate,48611,excommunicated,689501,33517333111
vote,2025,voted,16513912,33440671800
paste,27192,pasted,1224398,33293830416
plague,20028,plagued,1656701,33180407628
pressurize,256363,pressurized,129379,33167988577
mesh,69327,meshed,478365,33163610355
digitize,81908,digitized,404561,33136782388
solicit,12122,solicited,2733602,33136723444
chasten,108541,chastened,304886,33092631326
bait,71883,baited,460212,33081419196
gain,905,gained,36487391,33021088855
exemplify,8533,exemplified,3867362,33000199946
dismember,101207,dismembered,325713,32964435591
subjoin,95719,subjoined,343827,32910776613
override,17795,overridden,1848229,32889235055
position,7450,positioned,4411259,32863879550
unearth,45971,unearthed,711313,32699769923
predominate,14598,predominated,2235737,32637288726
hinder,7434,hindered,4377321,32541004314
moor,49122,moored,660364,32438400408
remain,249,remained,130253504,32433122496
controvert,108793,controverted,298116,32432933988
class,16825,classed,1920371,32310242075
necessitate,8554,necessitated,3762151,32181439654
hunch,62365,hunched,515812,32168615380
betroth,58882,betrothed,543431,31998304142
resume,4136,resumed,7736427,31997862072
sheet,65378,sheeted,489309,31990043802
stripe,1185655,striped,26970,31977115350
hone,71789,honed,444326,31897719214
resent,9058,resented,3500134,31704213772
prick,36155,pricked,874179,31605941745
tax,6744,taxed,4666851,31473243144
shine,6803,shone,4620840,31435574520
carpet,108625,carpeted,288275,31313871875
scoop,32332,scooped,967681,31287062092
twin,51846,twinned,603246,31275892116
vaccinate,74217,vaccinated,421374,31273114158
iron,34674,ironed,893841,30993042834
phase,21273,phased,1456675,30987847275
dampen,43583,dampened,709970,30942622510
rake,40456,raked,763293,30879781608
dash,6687,dashed,4609817,30825846279
overhang,56402,overhung,545744,30781053088
forgive,3904,forgiven,7876675,30750539200
tattoo,86436,tattooed,353969,30595664484
intermix,87762,intermixed,347923,30534418326
abate,20786,abated,1467981,30513453066
blister,84941,blistered,358437,30445997217
prop,22893,propped,1329515,30436586895
predestine,153598,predestined,197505,30336372990
originate,3026,originated,10022879,30329231854
repudiate,14368,repudiated,2108615,30296580320
germinate,32760,germinated,922848,30232500480
hack,40361,hacked,748460,30208594060
menace,35255,menaced,856743,30204474465
immunize,64059,immunized,471275,30189405225
overstate,40959,overstated,736911,30183137649
ram,43748,rammed,689817,30178114116
energize,35322,energized,853233,30137896026
further,9182,furthered,3273052,30053163464
view,1175,viewed,25447127,29900374225
grave,121626,graven,245497,29858818122
amputate,80457,amputated,370924,29843432268
panel,158732,panelled,187850,29817806200
pose,2845,posed,10470605,29788871225
legalize,42142,legalized,705782,29743065044
engender,13299,engendered,2233062,29697491538
bandage,75225,bandaged,394695,29690931375
widen,6864,widened,4320655,29656975920
refuse,822,refused,35918941,29525369502
lodge,7575,lodged,3889828,29465447100
wring,23476,wrung,1247124,29277483024
objectify,74868,objectified,388332,29073640176
bust,53263,busted,544590,29006497170
aspirate,81732,aspirated,354323,28959527436
overshadow,21691,overshadowed,1333269,28919937879
reckon,5125,reckoned,5636364,28886365500
scroll,59377,scrolled,484783,28784960191
foam,51676,foamed,556933,28780069708
appropriate,7112,appropriated,4041700,28744570400
attribute,1841,attributed,15607047,28732573527
correspond,1995,corresponded,14393805,28715640975
unmask,67864,unmasked,420954,28567622256
surmount,16013,surmounted,1767951,28310199363
sublimate,208594,sublimated,135688,28303702672
dishearten,69207,disheartened,408623,28279571961
stem,5096,stemmed,5549034,28277877264
sand,57765,sanded,489075,28251417375
redesign,45237,redesigned,623093,28186858041
flake,84921,flaked,331634,28162690914
image,18909,imaged,1487424,28125700416
dilapidate,612964,dilapidated,45807,28078041948
plume,207503,plumed,135181,28050463043
bargain,22200,bargained,1262223,28021350600
slur,99856,slurred,279930,27952690080
secede,50482,seceded,553374,27935426268
darn,103859,darned,268811,27918441649
innervate,55808,innervated,500090,27909022720
loot,33799,looted,825426,27898573374
function,2724,functioned,10183685,27740357940
ship,4550,shipped,6093225,27724173750
fat,62352,fatted,442317,27579349584
promulgate,13169,promulgated,2089725,27519588525
still,37207,stilled,739168,27502223776
lap,42987,lapped,639126,27474109362
upholster,196272,upholstered,139406,27361494432
tether,76200,tethered,358625,27327225000
sweeten,38765,sweetened,703750,27280868750
behold,3941,beheld,6905982,27216475062
compete,2488,competed,10920717,27170743896
drug,91067,drugged,296891,27036972697
gauge,18874,gauged,1431854,27024812396
perpetuate,8907,perpetuated,3032548,27010905036
core,115743,cored,233366,27010480938
oust,27522,ousted,981307,27007531254
unroll,76822,unrolled,350647,26937403834
harness,32775,harnessed,818924,26840234100
efface,33304,effaced,803854,26771553616
liberalize,53355,liberalized,500600,26709513000
camouflage,59865,camouflaged,445379,26662613835
aerate,109466,aerated,242755,26573418830
review,1567,reviewed,16935066,26537248422
demarcate,49471,demarcated,535138,26473811998
weed,18997,weeded,1391508,26434477476
lacerate,109505,lacerated,241286,26422023430
mislead,8900,misled,2961130,26354057000
blossom,22607,blossomed,1165310,26344163170
infatuate,266524,infatuated,98709,26308317516
equate,9294,equated,2827544,26279193936
bud,25139,budded,1042855,26216331845
perfuse,93552,perfused,279818,26177533536
recast,45837,recast,571017,26173706229
uniform,612202,uniformed,42663,26118373926
unfit,216603,unfitted,119648,25916115744
transfigure,70590,transfigured,367127,25915494930
repair,3831,repaired,6752622,25869294882
visualize,9305,visualized,2772312,25796363160
inter,47855,interred,538656,25777382880
anesthetize,97407,anesthetized,262756,25594273692
consult,2118,consulted,11967513,25347192534
contradict,6181,contradicted,4094394,25307449314
incense,37367,incensed,676271,25270218457
book,18285,booked,1379729,25228344765
overtake,9288,overtaken,2716141,25227517608
rifle,117110,rifled,214414,25110023540
deject,423854,dejected,58634,24852255436
leaf,103646,leafed,239379,24810675834
convolute,446562,convoluted,55542,24802946604
castrate,70113,castrated,353515,24785997195
span,10646,spanned,2324674,24748479404
throng,29999,thronged,823820,24713776180
default,45301,defaulted,545145,24695613645
cloak,60700,cloaked,405807,24632484900
muster,12745,mustered,1932698,24632236010
lack,1179,lacked,20861573,24595794567
attire,50577,attired,484987,24529187499
ridicule,14210,ridiculed,1724414,24503922940
outweigh,16682,outweighed,1458687,24333816534
circuit,196366,circuited,123767,24303630722
levy,6629,levied,3660326,24264301054
ulcerate,238445,ulcerated,101729,24256771405
syndicate,271051,syndicated,89308,24207022708
jumble,128188,jumbled,188726,24192408488
exterminate,24294,exterminated,995487,24184361178
circumcise,64165,circumcised,376212,24139642980
circle,8861,circled,2720484,24106208724
imprint,27912,imprinted,863156,24092410272
eclipse,25750,eclipsed,934350,24059512500
overburden,94774,overburdened,253341,24010139934
nucleate,283750,nucleated,84594,24003547500
stigmatize,42514,stigmatized,563533,23958041962
wonder,1052,wondered,22661370,23839761240
table,14576,tabled,1634724,23827737024
cope,5022,coped,4739658,23802562476
peck,41208,pecked,575360,23709434880
hypnotize,67086,hypnotized,352491,23647211226
aspire,8719,aspired,2686888,23426976472
adulterate,77219,adulterated,302965,23394654335
attack,1012,attacked,23107805,23385098660
abhor,26568,abhorred,879292,23361029856
popularize,29043,popularized,802796,23315604228
curl,8658,curled,2685664,23252478912
motorize,268572,motorized,86186,23147146392
skewer,261530,skewed,88225,23073484250
impart,5420,imparted,4256116,23068148720
compare,403,compared,57227468,23062669604
discern,5444,discerned,4226096,23006866624
misplace,24680,misplaced,927734,22896475120
inundate,44571,inundated,513304,22878472584
sex,104458,sexed,218355,22808926590
floor,71005,floored,320310,22743611550
withhold,5210,withheld,4355081,22689972010
laden,2589595,laden,8722,22586447590
chap,47334,chapped,476418,22550769612
banish,7717,banished,2919701,22531332617
purpose,40388,purposed,555504,22435695552
disaffect,493099,disaffected,45412,22392611788
pivot,51229,pivoted,436218,22347011922
poll,21033,polled,1060025,22295505825
cheat,8308,cheated,2677329,22243249332
hole,72743,holed,304897,22179122471
serrate,247819,serrated,89497,22179057043
hydrolyze,44553,hydrolyzed,496944,22140346032
carbonate,129769,carbonated,170299,22099530931
calcine,95506,calcined,231180,22079077080
crop,11843,cropped,1841922,21813882246
safeguard,9368,safeguarded,2324365,21774651320
scald,61980,scalded,350655,21733596900
pet,55186,petted,393654,21724189644
deify,65172,deified,333255,21718894860
probe,8763,probed,2476133,21698353479
extort,26827,extorted,808652,21693707204
belly,220110,bellied,98396,21657943560
monopolize,24021,monopolized,898845,21591155745
broadcast,6600,broadcasted,3268571,21572568600
jade,281121,jaded,76736,21572101056
underrate,74960,underrated,286064,21443357440
adjourn,12493,adjourned,1715170,21427618810
case,29943,cased,714543,21395561049
belt,75296,belted,283351,21335196896
chisel,74851,chiselled,284761,21314645611
confront,1956,confronted,10895945,21312468420
decree,9491,decreed,2232939,21192824049
underwrite,30213,underwritten,700923,21176986599
suture,39181,sutured,539825,21150883325
consign,18237,consigned,1159431,21144543147
bombard,23072,bombarded,914730,21104650560
wander,2300,wandered,9170046,21091105800
page,16921,paged,1245794,21080080274
unnerve,93863,unnerved,224409,21063701967
fatten,31416,fattened,670314,21058584624
untie,33326,untied,630615,21015875490
disconcert,37605,disconcerted,558439,21000098595
apportion,20384,apportioned,1027365,20941808160
misdirect,99531,misdirected,209540,20855725740
actualize,44549,actualized,467608,20831468792
grind,2782,grinded,7484981,20823217142
situate,1848,situated,11264004,20815879392
unbutton,75563,unbuttoned,275279,20800907077
fake,52974,faked,391828,20756696472
alloy,54030,alloyed,384116,20753787480
regress,36753,regressed,563999,20728655247
consent,4507,consented,4592346,20697703422
evict,39513,evicted,523600,20689006800
construe,5503,construed,3759105,20686354815
quantize,141448,quantized,145346,20558901008
